id_expedicion,codigo_pico,Año,host,Temporada,nombre_Temporada,Pais,Lideres,Exito,motivo_terminacion,altitud,cupo,Muertes,Accidente,Ruta,Fecha,Dia_Mas_Alto
KUSU79303,KUSU,1979,Nepal,3,Otoño,Japon,Ken Kanazawa,No,"Expedicion Completada (subcumbre, antecima)",6350,5,0,Desconocido,SE Face-NE Smt,1979/10/09,1979/10/21
KUSU80301,KUSU,1980,Nepal,3,Otoño,Japon,Yasuji Kato,No,"Enfermedad, mal de altura, agotamiento o congelación.",5300,3,0,Desconocido,N Face,1980/11/25,1980/11/27
KUSU81301,KUSU,1981,Nepal,3,Otoño,Japon,Minoru Kato,Sí,Expedicion Completada(Pico Principal),6370,8,0,Desconocido,SE Face,1981/10/12,1981/10/21
KUSU81302,KUSU,1981,Nepal,3,Otoño,Nueva Zelanda,Bill Denz,Sí,Expedicion Completada(Pico Principal),6370,1,0,Desconocido,SW Buttress (W Face) up; NW side down from E Smt,1981/10/07,1981/10/07
KUSU83301,KUSU,1983,Nepal,3,Otoño,Reino Unido,David Hopkins,No,"Expedicion Completada (subcumbre, antecima)",6356,4,0,Desconocido,NE Ridge-E Smt,1983/09/04,1983/09/16
KUSU83302,KUSU,1983,Nepal,3,Otoño,Japon,Masato Okamoto,Sí,Expedicion Completada(Pico Principal),6370,7,0,Desconocido,SE Face-N Ridge?,1983/10/06,1983/10/15
KUSU85101,KUSU,1985,Nepal,1,Primavera,Japon,Hiroshi Aota,Sí,Expedicion Completada(Pico Principal),6370,2,0,Desconocido,N Face,1985/04/05,1985/04/15
KUSU85102,KUSU,1985,Nepal,1,Primavera,Estados Unidos,Geoffrey Tabin,No,Mal Clima,0,5,0,Desconocido,NE Ridge,1985/12/30,1899/12/30
KUSU85301,KUSU,1985,Nepal,3,Otoño,Estados Unidos,"Tom Dickey, Trevor Pilling",Sí,Expedicion Completada(Pico Principal),6370,4,0,Desconocido,N Face,1985/11/08,1985/11/08
KUSU88301,KUSU,1988,Nepal,3,Otoño,Reino Unido,Nick Mason,Sí,Expedicion Completada(Pico Principal),6370,9,0,Desconocido,SE Face,1988/10/06,1988/10/23
KUSU91101,KUSU,1991,Nepal,1,Primavera,Canada,Barry Blanchard,Sí,Expedicion Completada(Pico Principal),6370,1,0,Desconocido,N Face up; NE Face down,1991/12/30,1899/12/30
KUSU91301,KUSU,1991,Nepal,3,Otoño,Reino Unido,Ulric Jessop,No,Accidente,0,2,1,Desconocido,N Buttress,1991/12/30,1899/12/30
KUSU91302,KUSU,1991,Nepal,3,Otoño,Estados Unidos,Marc Twight,No,Mal Clima,6350,1,0,Desconocido,N Face,1991/11/05,1991/11/05
KUSU91303,KUSU,1991,Nepal,3,Otoño,Reino Unido,Stephen Venables,Sí,Expedicion Completada(Pico Principal),6370,3,0,Desconocido,S Pillar,1991/11/20,1991/11/20
KUSU98101,KUSU,1998,Nepal,1,Primavera,Japon,Yasushi Yamanoi,No,Expedicion Completada(Pico Principal),6370,3,0,Desconocido,SE Ridge,1998/04/14,1998/04/22
KWAN75301,KWAN,1975,Nepal,3,Otoño,Nepal,Kumar Khadga Bikram Shah,No,"Expedicion Completada (subcumbre, antecima)",6093,0,0,Desconocido,S Ridge,1975/10/17,1975/10/17
KWAN78301,KWAN,1978,Nepal,3,Otoño,Japon,Takashi Iwahashi,Sí,Expedicion Completada(Pico Principal),6186,0,0,Desconocido,S Ridge,1978/11/11,1978/11/11
KWAN78401,KWAN,1978,Nepal,4,Invierno,Japon,Kozo Komatsu,Sí,Expedicion Completada(Pico Principal),6186,10,0,Desconocido,S side,1979/01/02,1979/01/02
KWAN82401,KWAN,1982,Nepal,4,Invierno,Estados Unidos,David Breashears,Sí,Expedicion Completada(Pico Principal),6186,2,0,Desconocido,NE Face up; E side down,1982/11/28,1982/12/02
KWAN82402,KWAN,1982,Nepal,4,Invierno,Japon,Shinya Ikuta,Sí,Expedicion Completada(Pico Principal),6186,5,0,Desconocido,NE Ridge,1982/12/23,1983/01/08
KWAN86401,KWAN,1986,Nepal,4,Invierno,Japon,"Takaaki Fujii, Tomoo Matsukuma",No,Accidente,0,3,2,Desconocido,N Face,1986/12/30,1899/12/30
KWAN89101,KWAN,1989,Nepal,1,Primavera,Estados Unidos,"Alex Lowe, Steven Swenson",No,"Expedicion Completada (subcumbre, antecima)",6035,2,0,Desconocido,N Face rock buttress (Kwangde Nup),1989/04/19,1989/04/24
KWAN91301,KWAN,1991,Nepal,3,Otoño,Reino Unido,"Ric Potter, Pete Richardson",No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6100,2,0,Desconocido,E Face,1991/11/13,1991/11/18
KWAN95301,KWAN,1995,Nepal,3,Otoño,Francia,Christophe Profit,Sí,Expedicion Completada(Pico Principal),6186,4,0,Desconocido,N Face-Kwangde Shar-Main Smt (up); NE Ridge (down),1995/11/04,1995/11/30
KYAB23301,KYAB,2023,Nepal,3,Otoño,Reino Unido,Bruce Normand,Sí,Expedicion Completada(Pico Principal),6294,6,0,Desconocido,SSE Ridge,2023/11/02,2023/11/02
KYAS01101,KYAS,2001,Nepal,1,Primavera,Reino Unido,Paul Ramsden,No,Mal Clima,5600,2,0,Desconocido,SE Buttress,2001/04/04,1899/12/30
KYAS03301,KYAS,2003,Nepal,3,Otoño,Reino Unido,Bruce Normand,Sí,Expedicion Completada(Pico Principal),6770,4,0,Heridas Leves,W Ridge-W Face,2003/10/03,2003/10/18
KYAS05301,KYAS,2005,Nepal,3,Otoño,Chequia,Marek Holecek,No,Mal Clima,6500,2,0,Desconocido,SW Face (up); W Ridge (down),2005/10/10,2005/10/14
KYAS08301,KYAS,2008,Nepal,3,Otoño,Chequia,Marek Holecek,No,"Enfermedad, mal de altura, agotamiento o congelación.",5300,5,0,Desconocido,S Pillar,2008/10/13,2008/10/17
KYAS10301,KYAS,2010,Nepal,3,Otoño,Reino Unido,Andy Houseman,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",5800,2,0,Desconocido,S Pillar,2010/10/22,2010/11/04
KYAS11101,KYAS,2011,Nepal,1,Primavera,Reino Unido,Nick Bullock,No,Mal Clima,5900,2,0,Desconocido,W Face-W Ridge,2011/04/13,2011/05/07
KYAS11301,KYAS,2011,Nepal,3,Otoño,Francia,Mathieu Detrie,No,"Enfermedad, mal de altura, agotamiento o congelación.",6350,3,0,Enfermedad,0,2011/10/25,2011/10/25
KYAS12301,KYAS,2012,Nepal,3,Otoño,Francia,Antoine Pecher,No,"Falta (o pérdida) de suministros, apoyo o equipo",6400,3,0,Desconocido,S Pillar,2012/11/03,2012/11/10
KYAS12302,KYAS,2012,Nepal,3,Otoño,Japon,Yasuhiro Hanatani,Sí,Expedicion Completada(Pico Principal),6770,3,0,Caída,"SSE Ridge up, W Ridge down",2012/10/22,2012/11/11
KYAZ02301,KYAZ,2002,Nepal,3,Otoño,Francia,Duncan Wilson,No,Expedicion Completada(Pico Principal),6151,5,0,Desconocido,SE Ridge (to 5600m),2002/10/13,2002/10/20
KYAZ02302,KYAZ,2002,Nepal,3,Otoño,Estados Unidos,Matt Fioretti,No,"Falta (o pérdida) de suministros, apoyo o equipo",6130,5,0,Heridas Leves,NE Face,2002/10/21,2002/10/28
KYAZ05301,KYAZ,2005,Nepal,3,Otoño,Estados Unidos,"John Kear, Seth Hobby",Sí,Expedicion Completada(Pico Principal),6151,2,0,Desconocido,SE Ridge (up); SW Ridge (down),2005/10/24,2005/10/29
KYAZ13101,KYAZ,2013,Nepal,1,Primavera,Rusia,Vladimir Belousov,Sí,Expedicion Completada(Pico Principal),6151,2,0,Desconocido,E Face,2013/05/02,2013/05/13
KYAZ17301,KYAZ,2017,Nepal,3,Otoño,Austria,Martina Bauer Gfoellner,Sí,Expedicion Completada(Pico Principal),6151,12,0,Desconocido,SSW Ridge,2017/11/06,2017/11/08
KYAZ19301,KYAZ,2019,Nepal,3,Otoño,Rusia,Ivan Osipov,Sí,Expedicion Completada(Pico Principal),6151,4,0,Desconocido,W Face (up); SW Ridge (down),2019/09/19,2019/10/09
KYR110101,KYR1,2010,Nepal,1,Primavera,Japon,Yoshichika Yamada,No,Mal Clima,5860,6,0,Desconocido,W Ridge-S Face,2010/03/25,2010/03/31
KYR117301,KYR1,2017,Nepal,3,Otoño,Corea del Sur,Yeon Heon-Mo,Sí,Expedicion Completada(Pico Principal),6599,9,0,Desconocido,SW Face-NW Ridge,2017/10/11,2017/10/15
KYR220401,KYR2,2020,Nepal,4,Invierno,Suiza,Sophie Lavaud,Sí,Expedicion Completada(Pico Principal),6506,4,0,Desconocido,SW Face-SE Ridge,2020/12/11,2020/12/11
LAMJ22301,LAMJ,2022,Nepal,3,Otoño,Francia,Paulo Grobel,No,Mal Clima,0,14,0,Desconocido,E Ridge,2022/12/30,1899/12/30
LAMJ67101,LAMJ,1967,Nepal,1,Primavera,Alemania,Helmut Scharschinger,No,Mal Clima,5900,4,0,Desconocido,E Face,1967/12/30,1899/12/30
LAMJ74101,LAMJ,1974,Nepal,1,Primavera,Reino Unido,Michael Burgess,Sí,Expedicion Completada(Pico Principal),6983,9,0,Desconocido,ESE Ridge,1974/04/06,1974/04/25
LAMJ74301,LAMJ,1974,Nepal,3,Otoño,Japon,Yoichi Yamakura,Sí,Expedicion Completada(Pico Principal),6983,10,0,Desconocido,E Ridge,1974/09/15,1974/10/20
LAMJ76101,LAMJ,1976,Nepal,1,Primavera,Japon,Shizuo Kunisawa,Sí,Expedicion Completada(Pico Principal),6983,22,0,Desconocido,E Ridge,1976/04/01,1976/04/28
LAMJ80101,LAMJ,1980,Nepal,1,Primavera,Japon,Hitoshi Hagiwara,Sí,Expedicion Completada(Pico Principal),6983,13,0,Avalancha,N Ridge,1980/04/05,1980/05/13
LAMJ82101,LAMJ,1982,Nepal,1,Primavera,Corea del Sur,Chung Keel-Soon,Sí,Expedicion Completada(Pico Principal),6983,16,0,Desconocido,SE Ridge,1982/04/08,1982/05/06
LAMJ82102,LAMJ,1982,Nepal,1,Primavera,Japon,Kazuki Yoshino,Sí,Expedicion Completada(Pico Principal),6983,5,0,Congelamiento,N Ridge,1982/04/11,1982/05/06
LAMJ89101,LAMJ,1989,Nepal,1,Primavera,Japon,Yoshiaki Sugiyama,No,Mal Clima,5950,10,0,Enfermedad,SE Ridge,1989/03/21,1989/04/22
LAMP53101,LAMP,1953,Nepal,1,Primavera,Nueva Zelanda,Athol Roberts,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",0,8,0,Desconocido,0,1953/05/13,1899/12/30
LANG01301,LANG,2001,Nepal,3,Otoño,Japon,Takaharu Hayashi,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6300,10,0,Heridas Leves,SE Ridge,2001/10/14,2001/11/06
LANG06301,LANG,2006,Nepal,3,Otoño,Francia,Mikael Dubois-Bedin,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6200,2,0,Desconocido,SE Ridge,2006/11/06,2006/11/15
LANG07101,LANG,2007,Nepal,1,Primavera,Corea del Sur,Lee Chang-Baek,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6700,7,0,Desconocido,S Face-SW Ridge,2007/04/03,2007/04/24
LANG07301,LANG,2007,Nepal,3,Otoño,Italia,Claudio Rosset,No,Mal Clima,5200,3,0,Desconocido,SE Ridge,2007/09/19,2007/10/04
LANG09301,LANG,2009,Nepal,3,Otoño,Eslovenia,Tomaz Humar,No,Accidente,6300,1,1,Desconocido,S Face,2009/10/08,2009/11/08
LANG10101,LANG,2010,Nepal,1,Primavera,Corea del Sur,Oh Hyung-Gun,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6700,5,0,Desconocido,SE Ridge,2010/04/15,2010/04/29
LANG10301,LANG,2010,Nepal,3,Otoño,Japon,Hiroyoshi Manome,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",4150,2,0,Desconocido,E Face,2010/10/13,2010/10/15
LANG10302,LANG,2010,Nepal,3,Otoño,Iran,Arash Ghiasian,Sí,Expedicion Completada(Pico Principal),7227,6,0,Desconocido,S Face,2010/10/28,2010/11/04
LANG19101,LANG,2019,Nepal,1,Primavera,Alemania,Felix Berg,No,Mal Clima,6200,2,0,Desconocido,SE Ridge,2019/04/15,2019/05/13
LANG22301,LANG,2022,Nepal,3,Otoño,Ecuador,Topo Mena,No,Mal Clima,5800,3,0,Desconocido,E Face,2022/10/15,2022/10/15
LANG61101,LANG,1961,Nepal,1,Primavera,Japon,Kaichi Morimoto,No,Accidente,6450,11,3,Avalancha,Lirung Glacier-E Ridge,1961/04/08,1899/12/30
LANG63301,LANG,1963,Nepal,3,Otoño,Italia,Lino Andreotti,No,Accidente,6000,13,2,Caída,E Ridge,1963/12/30,1899/12/30
LANG64101,LANG,1964,Nepal,1,Primavera,Japon,Takeo Suzuki,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6000,14,0,Desconocido,S Ridge,1964/04/04,1964/04/23
LANG64301,LANG,1964,Nepal,3,Otoño,Australia,Peter Taylor,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6700,11,0,Desconocido,SW Ridge,1964/09/27,1964/10/06
LANG78301,LANG,1978,Nepal,3,Otoño,Japon,Akira Ban,Sí,Expedicion Completada(Pico Principal),7227,19,0,Desconocido,Lirung Glacier-E Ridge,1978/09/09,1978/10/24
LANG80101,LANG,1980,Nepal,1,Primavera,Reino Unido,Michael Searle,No,Mal Clima,5600,8,0,Desconocido,(A rib on) S Face,1980/04/07,1980/05/02
LANG80301,LANG,1980,Nepal,3,Otoño,Japon,Iwao Otsuka,Sí,Expedicion Completada(Pico Principal),7227,6,0,Desconocido,SE Ridge,1980/09/03,1980/10/26
LANG81101,LANG,1981,Nepal,1,Primavera,Japon,Toshiyuki Yoshida,Sí,Expedicion Completada(Pico Principal),7227,12,0,Desconocido,SE Ridge,1981/03/25,1981/04/26
LANG82301,LANG,1982,Nepal,3,Otoño,Italia,Bruno Toscan,Sí,Expedicion Completada(Pico Principal),7227,11,1,Desconocido,SE Ridge,1982/09/18,1982/10/17
LANG82302,LANG,1982,Nepal,3,Otoño,Francia,Denis Chatrefou,No,Mal Clima,5000,12,0,Desconocido,E Ridge,1982/10/04,1982/10/06
LANG83101,LANG,1983,Nepal,1,Primavera,Estados Unidos,Robert Harwood,No,Mal Clima,4800,4,0,Enfermedad,SE Ridge,1983/04/07,1983/04/17
LANG84101,LANG,1984,Nepal,1,Primavera,Canada,Shaun Parent,No,Mal Clima,6340,9,0,Enfermedad,Rib on S Face,1984/03/11,1984/03/31
LANG84301,LANG,1984,Nepal,3,Otoño,Estados Unidos,Daniel Newell,No,"Falta (o pérdida) de suministros, apoyo o equipo",5030,7,0,Avalancha,NE Buttress,1984/10/13,1984/10/23
LANG85301,LANG,1985,Nepal,3,Otoño,Estados Unidos,Daniel Newell,No,Accidente,5030,8,3,Heridas Leves,NE Buttress-NE Ridge,1985/10/05,1985/10/16
LANG86101,LANG,1986,Nepal,1,Primavera,Japon,Kenryo Numa,Sí,Expedicion Completada(Pico Principal),7227,12,0,Desconocido,SE Ridge,1986/03/23,1986/05/03
LANG86301,LANG,1986,Nepal,3,Otoño,Corea del Sur,Yoon Keon-Jung,Sí,Expedicion Completada(Pico Principal),7227,11,0,Caída,SW Ridge,1986/09/18,1986/10/10
LANG86302,LANG,1986,Nepal,3,Otoño,España,Miguel Angel Puertas,No,Mal Clima,6300,6,0,Desconocido,SE Ridge,1986/09/21,1986/10/13
LANG87401,LANG,1987,Nepal,4,Invierno,Polonia,Wojciech Maslowski,Sí,Expedicion Completada(Pico Principal),7227,10,0,Caída,SE Ridge,1987/12/10,1988/01/03
LANG88301,LANG,1988,Nepal,3,Otoño,Polonia,Waclaw Dudek,No,"Falta (o pérdida) de suministros, apoyo o equipo",6800,8,0,Congelamiento,S Ridge,1988/10/02,1988/10/29
LANG88401,LANG,1988,Nepal,4,Invierno,Japon,Akitsugu Nishimura,Sí,Expedicion Completada(Pico Principal),7227,8,0,Enfermedad,SE Ridge,1988/11/24,1988/12/11
LANG89101,LANG,1989,Nepal,1,Primavera,Japon,Yasuo Katsuyama,No,Accidente,6030,17,3,Avalancha,SE Ridge,1989/03/01,1989/03/18
LANG89301,LANG,1989,Nepal,3,Otoño,Reino Unido,Andrew Creigh,Sí,Expedicion Completada(Pico Principal),7227,9,0,Desconocido,SE Ridge,1989/09/15,1989/11/12
LANG89302,LANG,1989,Nepal,3,Otoño,Suiza,Hans Berger,Sí,Expedicion Completada(Pico Principal),7227,10,0,Heridas Leves,SE Ridge,1989/10/26,1989/11/10
LANG90101,LANG,1990,Nepal,1,Primavera,Estados Unidos,Richard (Rick) Wilcox,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",5670,20,0,Heridas Leves,SE Ridge,1990/04/03,1990/04/17
LANG90301,LANG,1990,Nepal,3,Otoño,Francia,Serge Bazin,No,"Falta (o pérdida) de suministros, apoyo o equipo",6100,8,0,Heridas Leves,SE Ridge,1990/10/09,1990/10/29
LANG91301,LANG,1991,Nepal,3,Otoño,Japon,Mitsuo Nomura,No,Mal Clima,7150,11,0,Enfermedad,SE Ridge,1991/10/03,1991/11/03
LANG92401,LANG,1992,Nepal,4,Invierno,Corea del Sur,Lee Jong-Ryang,Sí,Expedicion Completada(Pico Principal),7227,9,3,Avalancha,SW Ridge,1992/11/28,1992/12/18
LANG93401,LANG,1993,Nepal,4,Invierno,Japon,Koichi Ezaki,No,"Falta (o pérdida) de suministros, apoyo o equipo",6250,11,0,Heridas Leves,SE Ridge,1993/11/25,1993/12/11
LANG94301,LANG,1994,Nepal,3,Otoño,España,Carles Gonzalez De Agustin,Sí,Expedicion Completada(Pico Principal),7227,5,0,Heridas Leves,SW Face,1994/09/25,1994/10/07
LANG94401,LANG,1994,Nepal,4,Invierno,Japon,Koichi Ezaki,Sí,Expedicion Completada(Pico Principal),7227,12,0,Enfermedad,SE Ridge,1994/11/25,1994/12/14
LANG94402,LANG,1994,Nepal,4,Invierno,Japon,Ichiro Hosoda,No,Mal Clima,6200,5,0,Congelamiento,SE Ridge,1994/12/11,1994/12/24
LANG95101,LANG,1995,Nepal,1,Primavera,España,Jose Javier Quinones Querencia,No,Mal Clima,5600,6,0,Desconocido,SE Ridge,1995/04/13,1995/04/29
LANG98101,LANG,1998,Nepal,1,Primavera,Japon,Kazuhiko Ogawa,No,Mal Clima,6400,8,0,Desconocido,SE Ridge,1998/03/20,1998/04/18
LANG99301,LANG,1999,Nepal,3,Otoño,España,Teodoro Palacin,No,Mal Clima,5600,5,0,Desconocido,SE Ridge,1999/09/28,1999/10/13
LANG99302,LANG,1999,Nepal,3,Otoño,Suiza,Hans Rauner,No,Mal Clima,5800,5,0,Desconocido,SE Ridge,1999/10/09,1999/10/13
LANR11301,LANR,2011,Nepal,3,Otoño,Francia,Jean Annequin,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6850,5,0,Desconocido,SW Ridge from Tilman's Pass,2011/10/13,2011/10/26
LANR15101,LANR,2015,Nepal,1,Primavera,Japon,Seishi Wada,No,Otro,0,7,0,Desconocido,SW Ridge?,2015/12/30,1899/12/30
LANR19301,LANR,2019,Nepal,3,Otoño,Nepal,Ensa Rai,No,Mal Clima,4900,5,0,Desconocido,SW Ridge?,2019/09/19,2019/09/19
LANR71301,LANR,1971,Nepal,3,Otoño,Japon,Masahiko Kaji,No,"Falta (o pérdida) de suministros, apoyo o equipo",6000,5,0,Desconocido,SW Ridge,1971/10/04,1971/10/12
LANR81301,LANR,1981,Nepal,3,Otoño,Japon,Hideyuki Uematsu,Sí,Expedicion Completada(Pico Principal),7205,11,0,Desconocido,SW Ridge,1981/09/20,1981/10/10
LANR83301,LANR,1983,Nepal,3,Otoño,Japon,Ryohei Nishioku,Sí,Expedicion Completada(Pico Principal),7205,9,0,Desconocido,SW Ridge,1983/09/10,1983/10/09
LANR87101,LANR,1987,Nepal,1,Primavera,Japon,Katsuyuki Fukuzawa,Sí,Expedicion Completada(Pico Principal),7205,9,0,Enfermedad,SW Ridge,1987/03/23,1987/04/17
LANR89401,LANR,1989,Nepal,4,Invierno,Corea del Sur,Park Young-Seok,Sí,Expedicion Completada(Pico Principal),7205,6,0,Heridas Leves,SW Ridge,1989/12/03,1989/12/09
LANR90301,LANR,1990,Nepal,3,Otoño,Austria,Peter Konzert,No,Mal Clima,6700,6,1,Enfermedad,SW Ridge,1990/10/11,1990/10/20
LANY18301,LANY,2018,Nepal,3,Otoño,Dinamarca,Soren Ledet,Sí,Expedicion Completada(Pico Principal),6048,16,0,Desconocido,S Face,2018/10/15,2018/10/21
LANY23101,LANY,2023,Nepal,1,Primavera,Paises Bajos,Robin Baks,No,"Falta (o pérdida) de suministros, apoyo o equipo",5590,7,0,Desconocido,S Face,2023/04/16,2023/04/22
LARK17301,LARK,2017,Nepal,3,Otoño,Georgia,Gia Tortladze,Sí,Expedicion Completada(Pico Principal),6416,4,0,Desconocido,SE Face,2017/09/16,2017/09/27
LARK17302,LARK,2017,Nepal,3,Otoño,Ecuador,Topo Mena,Sí,Expedicion Completada(Pico Principal),6416,3,0,Desconocido,SE Face,2017/10/12,2017/10/19
LAS212301,LAS2,2012,Nepal,3,Otoño,Eslovenia,Habjan Miha,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6500,5,0,Desconocido,S Face,2012/10/02,2012/10/15
LASH05301,LASH,2005,Nepal,3,Otoño,Eslovenia,Andrej Stremfelj,Sí,Expedicion Completada(Pico Principal),6842,3,0,Desconocido,SSE Face-W Ridge up; W Ridge-> S Face down,2005/09/29,2005/10/12
LCHA07301,LCHA,2007,China,3,Otoño,Japon,Toyoji Wada,Sí,Expedicion Completada(Pico Principal),6721,9,0,Desconocido,E Ridge (up); N Ridge (down),2007/08/06,2007/09/14
LCHA22301,LCHA,2022,Nepal,3,Otoño,Reino Unido,Bruce Normand,No,Mal Clima,5000,19,0,Heridas Leves,SW Ridge,2022/10/03,2022/10/16
LCHA83101,LCHA,1983,Nepal,1,Primavera,Japon,Kyoko Endo,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",6300,14,0,Heridas Leves,SW Ridge,1983/05/06,1983/05/28
LCHN18301,LCHN,2018,Nepal,3,Otoño,Polonia,Marcin Rutkowski,No,Mal Clima,6000,2,0,Desconocido,NW Face,2018/11/02,2018/11/20
LCHN22301,LCHN,2022,Nepal,3,Otoño,Polonia,Marcin Rutkowski,No,Mal Clima,0,2,0,Desconocido,NW Face,2022/12/30,1899/12/30
LDAK15301,LDAK,2015,Nepal,3,Otoño,Nepal,Nima Tenji Sherpa,Sí,Expedicion Completada(Pico Principal),6220,3,0,Desconocido,W Ridge (Dawa Gyalje rte),2015/10/03,2015/10/05
LDAK15302,LDAK,2015,Nepal,3,Otoño,Japon,Yasuhiro Hanatani,Sí,Expedicion Completada(Pico Principal),6220,6,0,Desconocido,SE Ridge from E,2015/10/25,2015/11/08
LDAK16301,LDAK,2016,Nepal,3,Otoño,Paises Bajos,Thomas Bogaard,Sí,Expedicion Completada(Pico Principal),6220,11,0,Desconocido,W Ridge,2016/10/08,2016/10/11
LDAK17301,LDAK,2017,Nepal,3,Otoño,Paises Bajos,Hendrik Voortman,Sí,Expedicion Completada(Pico Principal),6220,11,0,Desconocido,0,2017/10/26,2017/10/26
LDNG14301,LDNG,2014,Nepal,3,Otoño,Mexico,Davia Liano,No,Accidente,0,1,0,Desconocido,S side,2014/12/30,1899/12/30
LDNG16302,LDNG,2016,Nepal,3,Otoño,Estados Unidos,Hari Mix,No,Mal Clima,6360,2,0,Desconocido,S Face,2016/10/28,2016/11/01
LDNG17401,LDNG,2017,Nepal,4,Invierno,Nepal,Nima Tenji Sherpa,Sí,Expedicion Completada(Pico Principal),6326,4,0,Desconocido,"SW Face-SE Ridge (up), W Face (down)",2017/12/18,2017/12/20
LDNG18301,LDNG,2018,Nepal,3,Otoño,España,Jesus Ibarz,Sí,Expedicion Completada(Pico Principal),6326,3,0,Desconocido,SE Face-SE Ridge (up); W side (down),2018/10/25,2018/10/28
LDNG18302,LDNG,2018,Nepal,3,Otoño,Reino Unido,Peter McCreedy,Sí,Expedicion Completada(Pico Principal),6326,18,0,Desconocido,SE side,2018/09/12,2018/09/17
LEOE05301,LEOE,2005,Nepal,3,Otoño,Estados Unidos,Becky Harrison,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",5872,8,0,Desconocido,S Slope-N Face,2005/10/26,2005/11/03
LEOE55101,LEOE,1955,Nepal,1,Primavera,Reino Unido,Monica Jackson,Sí,Expedicion Completada(Pico Principal),6733,7,0,Desconocido,S Face-SW Ridge,1955/04/22,1955/05/11
LEOE60101,LEOE,1960,Nepal,1,Primavera,Japon,Hisayaki Ito,Sí,Expedicion Completada(Pico Principal),6733,4,0,Desconocido,SW Ridge,1960/04/18,1960/05/10
LEOE61101,LEOE,1961,Nepal,1,Primavera,Japon,Tokujiro Kajimoto,Sí,Expedicion Completada(Pico Principal),6733,6,0,Desconocido,SW Ridge,1961/04/15,1961/05/11
LEON57101,LEON,1957,Nepal,1,Primavera,Reino Unido,Crosby Fox,No,Accidente,6100,12,3,Avalancha,SW Ridge,1957/04/14,1957/04/30
LEON58101,LEON,1958,Nepal,1,Primavera,Japon,Kyuya Fukata,No,"Ruta demasiado difícil, falta de experiencia, fuerza o motivación",4900,7,0,Desconocido,E Ridge from SE (recon),1958/04/27,1958/05/10
LEON60101,LEON,1960,Nepal,1,Primavera,Japon,Hisayaki Ito,No,Mal Clima,6799,17,0,Desconocido,E Ridge,1960/04/18,1960/05/07
LEON61101,LEON,1961,Nepal,1,Primavera,Japon,Tokujiro Kajimoto,No,Mal Clima,7050,26,0,Desconocido,E Ridge,1961/04/15,1961/05/13
LEON62101,LEON,1962,Nepal,1,Primavera,Japon,Akira Takahashi,Sí,Expedicion Completada(Pico Principal),6979,17,0,Desconocido,E Ridge from Phurbi Chyachumbu Glacier,1962/03/24,1962/05/03
LEON82101,LEON,1982,Nepal,1,Primavera,Japon,Koji Kato,Sí,Expedicion Completada(Pico Principal),6979,10,0,Desconocido,E Ridge,1982/03/30,1982/05/03
LEON87301,LEON,1987,Nepal,3,Otoño,Corea del Sur,Ryong Yoon-Jae,Sí,Expedicion Completada(Pico Principal),6979,10,0,Heridas Leves,W Face-W Ridge,1987/09/03,1987/09/27
LEON93301,LEON,1993,Nepal,3,Otoño,España,"Mikel Zabalza, Fermin Isco",Sí,Expedicion Completada(Pico Principal),6979,2,0,Desconocido,SW Ridge,1993/12/30,1899/12/30
LHAS62101,LHAS,1962,Nepal,1,Primavera,Reino Unido,Dorothea Gravina,Sí,Expedicion Completada(Pico Principal),6412,13,0,Desconocido,SW Ridge,1962/05/14,1962/05/14
LHAS64301,LHAS,1964,Nepal,3,Otoño,Reino Unido,John Baird Tyson,No,Mal Clima,6250,8,0,Desconocido,W Ridge,1964/12/30,1899/12/30
LHAY11301,LHAY,2011,Nepal,3,Otoño,Estados Unidos,Benjamin Erdmann,No,Mal Clima,5200,2,0,Desconocido,E side,2011/05/15,2011/05/20
LHOM01101,LHOM,2001,Nepal,1,Primavera,Rusia,Sergei Timofeev,Sí,Expedicion Completada(Pico Principal),8410,19,0,Heridas Leves,W Face-S Col-Lhotse N Ridge-N Face,2001/03/29,2001/05/23
LHOT00101,LHOT,2000,Nepal,1,Primavera,Eslovenia,Tomaz Zerovnik,Sí,Expedicion Completada(Pico Principal),8516,10,0,Congelamiento,W Face,2000/04/20,2000/05/19
LHOT00102,LHOT,2000,Nepal,1,Primavera,Bulgaria,Independent climbers,Sí,Expedicion Completada(Pico Principal),8516,4,0,Desconocido,W Face,2000/04/13,2000/05/15
